name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,dissolution_date,date_of_organization_meeting,reason_for_administrative,mailing_address
ANDWAT APPAREL LLC,LLC,Dissolved,,1361085,2021-03-31,140 HAMDEN AVE UNIT L,WATERBURY,United States,06704,CT,ANDWATAPPARELLLC@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Apparel Accessories and Other Apparel Manufacturing (315990),315990.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,2021-03-03T00:00:00.000,,,
MY DUMPSTERCT LLC,LLC,Active,Annual report past due,1361086,2021-03-31,7 WOODLAND HILL ROAD,DANBURY,United States,06881,CT,DOTAXES@SBCGLOBAL.NET,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Waste Management Services (562998),562998.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,,,,
15 FARMERS COURT LLC,LLC,Active,,1361087,2022-03-31,925 SHERMAN AVENUE,HAMDEN,United States,06518,CT,NORMG@ALUM.MIT.EDU,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,,,,
ALICE AND MARY HOMES LLC,LLC,Active,,1361088,2022-03-31,"88 MAPLEWOOD TERRACE, EXT.",HAMDEN,United States,06514,CT,seeangfly@gmail.com,Domestic,2020-10-01,CT,Connecticut,True,False,False,True,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,,,,
21 WIGGINS LLC,LLC,Active,,1361089,2022-03-31,200 PRINCETONSOUTH CORPORATE CENTER SUITE 100,EWING,United States,08628,NJ,ahaines@merceroak.com,Domestic,2020-10-01,NJ,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,,,,
"CATERED BY GIA, LLC",LLC,Active,Annual report past due,1361090,2021-03-31,548 PARK AVENUE,TORRINGTON,United States,06790,CT,GIANEWELL@SBCGLOBAL.NET,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,,,,
HOYOS CONCRETE FINISH LLC,LLC,Active,Annual report past due,1361091,2021-03-31,206 LLOYD ST,NEW HAVEN,United States,06513,CT,ZTORRES1084@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:38.9166667,,,,,,,,,,,,,,,,,,,,,,
284 SOUTH STREET LLC,LLC,Active,,1361092,2022-03-31,22 RAILROAD PLACE,WESTPORT,United States,06880,CT,EDIE@EVBHEM.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
"STUDIO TOM, LLC",LLC,Active,,1361093,2022-03-31,61 GIFFORD ROAD,WEST HARTFORD,United States,06119,CT,admin@studio-tom.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
6 FRANCIS LLC,LLC,Active,,1361094,2022-03-31,77 TODD DRIVE,MILFORD,United States,06461,CT,DYLAN.CASEY7@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
"J & S LOGISTICS, LLC",LLC,Active,Annual report past due,1361095,2021-03-31,219 SOUTH BROAD ST  APT S207,MERIDEN,United States,06450,CT,JAMESBRADSHAW40@YAHOO.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
"SOUTH 6TH INVESTMENTS, LLC",LLC,Dissolved,,1361096,2022-03-31,22 JESSUP ST,STAMFORD,United States,06902,CT,marc.alberto@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,2021-11-05T00:00:00.000,,,
CAMBIO WIFI OF DELMARVA LLC,LLC,Active,Annual report past due,1361097,2021-03-31,7365 MAIN STREET UNIT 309,STRATFORD,United States,06614,CT,KIRBYS@CAMBIOWIFI.COM,Foreign,2020-10-01,MD,MD,False,False,False,False,False,Wireless Telecommunications Carriers (except Satellite) (517312),517312.0,2021-11-10 00:12:39.6033333,2020-10-01,CAMBIO WIFI OF DELMARVA LLC,United States,"323 MARKET STREET SUITE 202, DENTON, MD, 21629, United States",323 MARKET STREET SUITE 202,DENTON,MD,21629,United States,"323 MARKET STREET SUITE 202, DENTON, MD, 21629, United States",323 MARKET STREET SUITE 202,DENTON,MD,21629,United States,,,,,,,
"BISSA, LLC",LLC,Active,,1361098,2022-03-31,1539 S.W. ALBATROSS WAY,PALM CITY,United States,34990,FL,lmanafort@mac.com,Domestic,2020-10-01,FL,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
856 BOSTON POST ROAD LLC,LLC,Active,,1361099,2022-03-31,157 GOOSE LANE,GUILFORD,United States,06437,CT,apite12@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
"GRELOCH EYECARE, LLC",LLC,Active,,1361100,2022-03-31,893 MAIN STREET SUITE 201,EAST HARTFORD,United States,06108,CT,jenbruhns@gmail.com,Domestic,2020-10-01,CT,Connecticut,True,False,False,False,False,Offices of Optometrists (621320),621320.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
OPERATION LIFESTYLE REDESIGN GROUP LLC,LLC,Active,Annual report past due,1361101,2021-03-31,"33 DIXWELL AVENUE, SUITE 278",NEW HAVEN,,06511,CT,OPERATIONLIFESTYLEREDESIGN@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
THE BAR HARTFORD LLC,LLC,Active,Annual report past due,1361102,2021-03-31,719 WETHERSFIELD AVE,HARTFORD,United States,06114,CT,THEBARHARTFORD@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,True,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
CRES STAR INC,Stock,Active,Annual report past due,1361103,2021-10-08,414 CROMWELL AVE,ROCKY HILL,United States,06067,CT,MUNIR.G.DALAL@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Gasoline Stations with Convenience Stores (447110),447110.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,10.0,,,,,,
CT CREDIT INSTITUTION LLC,LLC,Active,Annual report past due,1361104,2021-03-31,70 PITT STREET,BRIDGEPORT,United States,06606,CT,ADMIN@CTCREDITINSTITUTION.COM,Domestic,2020-10-01,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
HAMILTON LAW GROUP LLC,LLC,Active,,1361105,2022-03-31,361 N. MAPLE AVE,GREENWICH,United States,06830,CT,SHAMILTON@HAMILTONLAWGROUPLLC.COM,Domestic,2020-10-01,CT,Connecticut,True,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
DEJOH LLC,LLC,Active,Annual report past due,1361106,2021-03-31,28 BEECH STREET,DANBURY,United States,06810,CT,EDCARLJ@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
PIEROGIES FOR PAWS INC.,Stock,Active,First report past due,1361107,2020-12-30,No information provided,,,,,FOREVERINMYHEARTFOUNDATION@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Frozen Specialty Food Manufacturing (311412),311412.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,100.0,,,,,,
"CAP EAGLE, LLC",LLC,Active,,1361108,2022-03-31,2200 PACIFIC COAST HIGHWAY SUITE 305,HERMOSA BEACH,United States,90254,CA,agent@bizfilings.com,Foreign,2020-10-01,DE,DE,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:12:39.6033333,2018-03-23,"CAP EAGLE, LLC",United States,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,"108 WEST 13TH STREET, WILMINGTON, DE, 19801, United States",108 WEST 13TH STREET,WILMINGTON,DE,19801,United States,,,,,,,
Pulse IV Therapy LLC,LLC,Active,,1361109,2022-03-31,4133 Whitney Ave,Hamden,United States,06518-1432,CT,MOTAA512@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:39.6033333,,,,,,,,,,,,,,,,,,,,,,
HOMECARE RX INC,Stock,Active,,1361110,2022-10-01,695 US HWY 46 SUITE 100,FAIRFIELD,United States,07004,NJ,annualreports@cscglobal.com,Foreign,2020-10-01,NJ,NJ,False,False,False,False,False,Pharmacies and Drug Stores (446110),,2021-11-10 00:12:40.2733333,2020-10-01,HOMECARE RX INC,United States,,,,,,,,,,,,,,,,,,,
"GREAT MATCH CLEANING SERVICES, LLC",LLC,Active,Annual report past due,1361111,2021-03-31,100 FULKERSON DRIVE UNIT 21,WATERBURY,United States,06708,CT,GREATMATCHCLEANINGSERVICES@YAHOO.COM,Domestic,2020-10-01,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
CALIXTO SERVICES LLC,LLC,Active,Annual report past due,1361112,2021-03-31,920 MADISON AVE,BRIDGEPORT,United States,06604,CT,KELLYSOUZADMV@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
NEW LONDON MHC CT LLC,LLC,Active,,1361113,2022-03-31,9515 HILLWOOD DR,LAS VEGAS,United States,89134,NV,eastern@registeredagentsinc.com,Foreign,2020-10-01,NV,NV,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:40.2733333,2020-10-12,NEW LONDON MHC CT LLC,United States,"1765 VILLAGE CENTER CIR STE 100, LAS VEGAS, NV, 89134, United States",1765 VILLAGE CENTER CIR STE 100,LAS VEGAS,NV,89134,United States,"1765 VILLAGE CENTER CIR STE 100, LAS VEGAS, NV, 89134, United States",1765 VILLAGE CENTER CIR STE 100,LAS VEGAS,NV,89134,United States,,,,,,,
GRM TRANSPORT LLC,LLC,Active,Annual report past due,1361114,2021-03-31,127 OLD MILL RD,PLANTSVILLE,United States,06479,CT,ALICIALAPP1982@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Local Messengers and Local Delivery (492210),492210.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
GOOD TROUBLE PRODUCTIONS LLC,LLC,Active,Annual report past due,1361115,2021-03-31,39 CEDAR GATE RD,DARIEN,United States,06820,CT,REENA@GOODTROUBLEPRODUCTIONS.COM,Domestic,2020-10-01,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
"STAMFORD HANDYMAN SERVICE, LLC",LLC,Active,,1361116,2022-03-31,841 ROCK RIMMON RD,STAMFORD,United States,06903,CT,stamfordhandymanservice@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,True,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
"BULLARD STREET, LLC",LLC,Active,Annual report past due,1361117,2021-03-31,123 BELL RD.,SCARSDALE,United States,10583,NY,MARCGERBER@BHHSWESTCHESTER.COM,Domestic,2020-10-01,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
"AEGIS651, INC.",Stock,Active,First report past due,1361118,2020-12-30,No information provided,,,,,VGONZALEZ@BLUMB.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,100.0,,,,,,
MDS FIELD SERVICES INC,Stock,Active,First report past due,1361119,2020-12-30,No information provided,,,,,GOFORTAX7@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,200.0,,,,,,
"THUNDER PIES TOO, LLC",LLC,Active,,1361120,2022-03-31,357 WORMWOOD HILL ROAD,MANSFIELD,United States,06250,CT,admin@thunderpies.net,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
ENFIELD MOVERS L.L.C.,LLC,Active,Annual report past due,1361121,2021-03-31,12 HATHAWAY AVE,ENFIELD,United States,06082,CT,KNGJD09@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,True,False,False,Used Household and Office Goods Moving (484210),484210.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
GDL ENTERPRISE LLC,LLC,Active,,1361122,2022-03-31,833 WHALEY AVE  UNIT 15,NEW HAVEN,United States,06515,CT,gregorylabosky@hotmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
GDRS PROPERTIES LLC,LLC,Active,Annual report past due,1361123,2021-03-31,42-12 28TH STREET APARTMENT 52A,LONG ISLAND CITY,United States,11101,NY,JIM@WEINBERGPC.COM,Domestic,2020-10-01,NY,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
FRACTIVE LLC,LLC,Active,,1361124,2022-03-31,48 MELODY CT,FAIRFIELD,United States,06824,CT,fractiveholdings@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Miscellaneous Intermediation (523910),523910.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
NORWICH MHC CT LLC,LLC,Active,,1361125,2022-03-31,9515 HILLWOOD DR,LAS VEGAS,United States,89134,NV,eastern@registeredagentsinc.com,Foreign,2020-10-01,NV,NV,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:40.2733333,2020-10-01,NORWICH MHC CT LLC,United States,"1765 VILLAGE CENTER CIR STE 100, LAS VEGAS, NV, 89134, United States",1765 VILLAGE CENTER CIR STE 100,LAS VEGAS,NV,89134,United States,"1765 VILLAGE CENTER CIR STE 100, LAS VEGAS, NV, 89134, United States",1765 VILLAGE CENTER CIR STE 100,LAS VEGAS,NV,89134,United States,,,,,,,
XIFOS PRESS LLC,LLC,Active,,1361126,2022-03-31,"100 MAIN STREET NORTH,  PMB 237",SOUTHBURY,United States,06488,CT,xifospress@gmail.com,Domestic,2020-10-01,CT,Connecticut,True,False,False,False,False,Book Publishers (511130),511130.0,2021-11-10 00:12:40.2733333,,,,,,,,,,,,,,,,,,,,,,
ALTAIR ENGINEERING INC.,Stock,Active,,1361127,2022-10-01,1820 E. BIG BEAVER RD.,TROY,United States,48083,MI,legal@altair.com,Foreign,2020-10-01,DE,DE,False,False,False,False,False,Software Publishers (511210),,2021-11-10 00:12:40.2733333,2020-09-14,ALTAIR ENGINEERING INC.,United States,,,,,,,,,,,,,,jshanburn@altair.com,,,,,
"E&M ELECTRIC AND MACHINERY, INC.",Stock,Active,,1361129,2022-10-01,126 MILL ST,HEALDSBURG,United States,95448,CA,STATES@EANDM.COM,Foreign,2020-10-01,CA,CA,False,False,False,False,False,Industrial Machinery and Equipment Merchant Wholesalers (423830),423830.0,2021-11-10 00:12:40.9933333,2020-10-01,"E&M ELECTRIC AND MACHINERY, INC.",United States,,,,,,,,,,,,,,,,,,,
COMPORTE CLEANING SERVICES LLC,LLC,Active,,1361130,2022-03-31,7 ABBOTT ST APT 1,DANBURY,United States,06810,CT,selmaazeredo51@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Waste Management Services (562998),562998.0,2021-11-10 00:12:40.9933333,,,,,,,,,,,,,,,,,,,,,,
CONNECT 2 H LLC,LLC,Dissolved,,1361135,2021-03-31,29 ELLIOT STREET,NEW HAVEN CT,United States,06519,CT,RIBI2618@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,2021-03-02T00:00:00.000,,,
KING KI IMPROVEMENTS LLC,LLC,Active,Annual report past due,1361136,2021-03-31,150 NORTH STREET APT 20,WILLIMANTIC,United States,06226,CT,KINGKIIMPROVEMENTS@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,True,True,False,False,,,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
SCHLEGELMILCH ADVISERS LLC,LLC,Active,,1361137,2022-03-31,20 KENSINGTON ST,MANCHESTER,United States,06040,CT,jeffrey.schlegelmilch@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
ROOT LIFE ORGANIC MEDIA INC,Non-Stock,Active,First report past due,1361138,2020-12-30,No information provided,,,,,ROOTLIFEORGANIC@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
D & A REDEVELOPMENT LLC,LLC,Active,,1361139,2022-03-31,25 SPOKE DRIVE,WOODBRIDGE,United States,06525,CT,Alanbietsch@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
"DAD'S RED BARN, LLC",LLC,Active,,1361140,2022-03-31,139 SAW MILL HILL RD,STERLING,United States,06377,CT,eastern@northwestregisteredagent.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
FIVE STAR LIMO LLC,LLC,Active,Annual report past due,1361142,2021-03-31,218 GREENFIELD DRIVE,BRIDGEPORT,United States,06606,CT,STEPHANEMILFORT96@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Limousine Service (485320),485320.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
AFK EDUCATION SERVICES LLC,LLC,Active,Annual report past due,1361143,2021-03-31,32 BRITTIN AVE.,BRIDGEPORT,United States,06605,CT,ALEXKENNEDY6587@YAHOO.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
LOS DOS COMPADRES LLC,LLC,Active,,1361144,2022-03-31,481 EAST ST. UNIT 2S,NEW BRITAIN,United States,06051,CT,Alen4910@gmail.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
THATCH HOME COMPANY LLC,LLC,Active,,1361145,2022-03-31,22 HARBOR TERRACE DRIVE,RYE,,10580,NY,lauren@thatchhomeco.com,Domestic,2020-10-01,NY,Connecticut,False,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
THE DOJO LLC,LLC,Active,,1361146,2022-03-31,771 SOUTH ST.,MIDDLEBURY,United States,06762,CT,Brandon.dufour@thenextstreet.com,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
BARBARA L. NORTH LLC,LLC,Active,Annual report past due,1361147,2021-03-31,303 SANDSTONE DRIVE,SOUTH WINDSOR,United States,06074,CT,BARBARALNORTH@ICLOUD.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:41.0100000,,,,,,,,,,,,,,,,,,,,,,
FUNKOFUNATICS LLC,LLC,Active,Annual report past due,1361148,2021-03-31,7 FAWNWOOD ROAD,SANDY HOOK,United States,06482,CT,MAXNICK812@AOL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,"Hobby, Toy, and Game Stores (451120)",451120.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
"SUGABARE, LLC",LLC,Active,Annual report past due,1361149,2021-03-31,51 RUSSELL STREET #A,NEW HAVEN,United States,06513,CT,TREDEJOUR@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
MANUEL TUC AJU LLC,LLC,Active,Annual report past due,1361150,2021-03-31,184 OSBORNE ST,DANBURY,United States,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
SIGNATURE STUDIO LLC,LLC,Active,Annual report past due,1361151,2021-03-31,337 RIVERSIDE AVE,BRISTOL,United States,06010,CT,GABBYYJEANN@COMCAST.NET,Domestic,2020-10-01,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
"TASTE OF DECADENCE, LLC",LLC,Active,,1361152,2022-03-31,184 SOUTH MARSHALL STREET,HARTFORD,United States,06105,CT,TASTEDECADENCE@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,True,False,True,False,False,Caterers (722320),722320.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
DENOVA HOME IMPROVEMENT &REMODELIN LLC,LLC,Active,Annual report past due,1361153,2021-03-31,88 WINDHAM ROAD,WILLIMANTIC,United States,06226,CT,DENOVABROTHERSHOMEIMPROVEMENT@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
AC-4A PARTNERS LIMITED PARTNERSHIP,Limited Partnership,Active,,1361155,2022-10-01,1 Greenwich Plz,Greenwich,United States,06830-6352,CT,LEGALNOTICES@WEXFORD.COM,Foreign,2020-10-01,DE,DE,False,False,False,False,False,,,2021-11-10 00:12:42.0100000,2020-10-01,AC-4A PARTNERS LP,,,,,,,,,,,,,,,,,,,,
"SETTLER'S ISLAND, LLC",LLC,Active,Annual report past due,1361156,2021-03-31,2418 GREEN HILL ROAD,CHATHAM,,03813,NH,DWHITE@CTSTRANSIT.COM,Domestic,2020-10-01,NH,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
KRISTEN EDWARDS CO LLC,LLC,Active,Annual report past due,1361158,2021-03-31,271 GILBERT AVENUE,HAMDEN,United States,06514,CT,COACHKEDS@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,True,False,True,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
JAMES LUC FOUNDATION LLC,LLC,Active,Annual report past due,1361159,2021-03-31,1093 PROSPECT AVE,WEST HARTFORD,United States,06105,CT,JAMESLUCFOUNDATION@GMAIL.COM,Domestic,2020-10-01,CT,Connecticut,True,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:42.0100000,,,,,,,,,,,,,,,,,,,,,,
